Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     374/750         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [19]
                0.00    0.00     374/562         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [22]
                0.00    0.00     374/748         correctFrameOffsets(int, long, double*, foffset*, double*) [20]
                0.00    0.00     374/374         write_samptopix(long, long*, std::string, std::string, int, long) [26]
                0.00    0.00     187/374         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [29]
-----------------------------------------------
                0.05    2.47       1/1           main [1]
[4]     46.8    0.05    2.47       1         find_coordinates_in_map(long, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, int, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, double&, double&, double&, double&) [4]
                1.56    0.91     374/749         sph_coord_to_sqrmap(double, double*, double*, double*, double*, int, int*, int*, int*, double*, double*, double*, bool, double, double*, double*) [2]
                0.00    0.00     374/750         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [19]
                0.00    0.00     374/748         correctFrameOffsets(int, long, double*, foffset*, double*) [20]
                0.00    0.00     187/374         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [29]
                0.00    0.00     187/562         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [22]
-----------------------------------------------
                0.82    0.00 17786215/17786215     sph_coord_to_sqrmap(double, double*, double*, double*, double*, int, int*, int*, int*, double*, double*, double*, bool, double, double*, double*) [2]
[5]     15.2    0.82    0.00 17786215         slaDs2tp(double, double, double, double, double*, double*, int*) [5]
-----------------------------------------------
                0.41    0.41 16398576/16398576     sph_coord_to_sqrmap(double, double*, double*, double*, double*, int, int*, int*, int*, double*, double*, double*, bool, double, double*, double*) [2]
[6]     15.2    0.41    0.41 16398576         slaDtp2s(double, double, double, double, double*, double*) [6]
                0.41    0.00 16398576/16398576     slaDranrm(double) [7]
-----------------------------------------------
                0.41    0.00 16398576/16398576     slaDtp2s(double, double, double, double, double*, double*) [6]
[7]      7.5    0.41    0.00 16398576         slaDranrm(double) [7]
-----------------------------------------------
                0.15    0.00     374/374         compute_seen_pixels_coordinates(int, long, std::string, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, unsigned char*&, int&, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, int, double&, double&, double&, double&, unsigned char*&, long, double, bool, bool, int, long, unsigned char*&, long*&, long*&, int, long*, long, int&) [3]
[8]      2.8    0.15    0.00     374         flag_conditions(unsigned char*, double*, unsigned char*, long, long, int*, int*, int, double, bool, unsigned char*) [8]
-----------------------------------------------
                0.10    0.00    1498/1498        sph_coord_to_sqrmap(double, double*, double*, double*, double*, int, int*, int*, int*, double*, double*, double*, bool, double, double*, double*) [2]
[9]      1.9    0.10    0.00    1498         double* std::min_element<double*>(double*, double*) [9]
-----------------------------------------------
                0.08    0.00    1498/1498        sph_coord_to_sqrmap(double, double*, double*, double*, double*, int, int*, int*, int*, double*, double*, double*, bool, double, double*, double*) [2]
[10]     1.5    0.08    0.00    1498         double* std::max_element<double*>(double*, double*) [10]
-----------------------------------------------
                0.00    0.00     823/823         void std::__destroy_aux<std::string*>(std::string*, std::string*, std::__false_type) [44]
[16]     0.0    0.00    0.00     823         void std::_Destroy<std::string>(std::string*) [16]
-----------------------------------------------
                0.00    0.00     752/752         bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [25]
[17]     0.0    0.00    0.00     752         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [17]
-----------------------------------------------
                0.00    0.00       2/752         write_info_pointing(int, std::string, std::string, int, double*, double*) [140]
                0.00    0.00       2/752         write_indpix(long, int, long*, std::string, std::string, int) [138]
                0.00    0.00     748/752         write_samptopix(long, long*, std::string, std::string, int, long) [26]
[18]     0.0    0.00    0.00     752         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [18]
-----------------------------------------------
                0.00    0.00       1/750         write_info_pointing(int, std::string, std::string, int, double*, double*) [140]
                0.00    0.00       1/750         write_indpix(long, int, long*, std::string, std::string, int) [138]
                0.00    0.00     374/750         find_coordinates_in_map(long, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, int, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, double&, double&, double&, double&) [4]
                0.00    0.00     374/750         compute_seen_pixels_coordinates(int, long, std::string, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, unsigned char*&, int&, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, int, double&, double&, double&, double&, unsigned char*&, long, double, bool, bool, int, long, unsigned char*&, long*&, long*&, int, long*, long, int&) [3]
[19]     0.0    0.00    0.00     750         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [19]
-----------------------------------------------
                0.00    0.00     374/748         find_coordinates_in_map(long, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, int, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, double&, double&, double&, double&) [4]
                0.00    0.00     374/748         compute_seen_pixels_coordinates(int, long, std::string, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, unsigned char*&, int&, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, int, double&, double&, double&, double&, unsigned char*&, long, double, bool, bool, int, long, unsigned char*&, long*&, long*&, int, long*, long, int&) [3]
[20]     0.0    0.00    0.00     748         correctFrameOffsets(int, long, double*, foffset*, double*) [20]
-----------------------------------------------
                0.00    0.00       4/636         __gnu_cxx::new_allocator<long>::construct(long*, long const&) [84]
                0.00    0.00     632/636         void std::_Construct<std::string, std::string>(std::string*, std::string const&) [30]
[21]     0.0    0.00    0.00     636         operator new(unsigned int, void*) [21]
-----------------------------------------------
                0.00    0.00       1/562         map_offsets(std::string, long, float*&, foffset*&, long*, int) [137]
                0.00    0.00     187/562         find_coordinates_in_map(long, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, int, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, double&, double&, double&, double&) [4]
                0.00    0.00     374/562         compute_seen_pixels_coordinates(int, long, std::string, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, unsigned char*&, int&, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, int, double&, double&, double&, double&, unsigned char*&, long, double, bool, bool, int, long, unsigned char*&, long*&, long*&, int, long*, long, int&) [3]
[22]     0.0    0.00    0.00     562         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [22]
-----------------------------------------------
                0.00    0.00     378/378         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
[23]     0.0    0.00    0.00     378         std::char_traits<char>::length(char const*) [23]
-----------------------------------------------
                0.00    0.00       4/378         main [1]
                0.00    0.00     374/378         write_samptopix(long, long*, std::string, std::string, int, long) [26]
[24]     0.0    0.00    0.00     378         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.00     378/378         std::char_traits<char>::length(char const*) [23]
-----------------------------------------------
                0.00    0.00     376/376         std::string* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::__false_type) [128]
[25]     0.0    0.00    0.00     376         bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [25]
                0.00    0.00     752/752         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [17]
-----------------------------------------------
                0.00    0.00     374/374         compute_seen_pixels_coordinates(int, long, std::string, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, unsigned char*&, int&, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, int, double&, double&, double&, double&, unsigned char*&, long, double, bool, bool, int, long, unsigned char*&, long*&, long*&, int, long*, long, int&) [3]
[26]     0.0    0.00    0.00     374         write_samptopix(long, long*, std::string, std::string, int, long) [26]
                0.00    0.00     748/752         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [18]
                0.00    0.00     374/378         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00     374/374         std::string* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::__false_type) [128]
[27]     0.0    0.00    0.00     374         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++() [27]
-----------------------------------------------
                0.00    0.00     374/374         std::string* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::__false_type) [128]
[28]     0.0    0.00    0.00     374         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [28]
-----------------------------------------------
                0.00    0.00     187/374         find_coordinates_in_map(long, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, int, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, double&, double&, double&, double&) [4]
                0.00    0.00     187/374         compute_seen_pixels_coordinates(int, long, std::string, std::vector<std::string, std::allocator<std::string> >, std::string, std::string, std::string, std::string, foffset*, float*, long, long, long*, long*, std::string, std::string, std::string, std::string, std::string, std::string, int, double, int*&, int*&, unsigned char*&, int&, double*&, double*, double*, bool, double, double*, double*, char, double*&, double*&, double*&, double*&, unsigned char*&, int, double&, double&, double&, double&, unsigned char*&, long, double, bool, bool, int, long, unsigned char*&, long*&, long*&, int, long*, long, int&) [3]
[29]     0.0    0.00    0.00     374         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [29]
-----------------------------------------------
                0.00    0.00     374/374         std::string* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::__false_type) [128]
[30]     0.0    0.00    0.00     374         void std::_Construct<std::string, std::string>(std::string*, std::string const&) [30]
                0.00    0.00     632/636         operator new(unsigned int, void*) [21]
-----------------------------------------------
                0.00    0.00       4/48          std::allocator<std::string>::~allocator() [92]
                0.00    0.00      44/48          std::allocator<std::string>::~allocator() [67]
[31]     0.0    0.00    0.00      48         __gnu_cxx::new_allocator<std::string>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00      12/48          std::allocator<long>::~allocator() [53]
                0.00    0.00      36/48          std::allocator<long>::~allocator() [35]
[32]     0.0    0.00    0.00      48         __gnu_cxx::new_allocator<long>::~new_allocator() [32]
-----------------------------------------------
                0.00    0.00       4/46          std::allocator<std::string>::allocator(std::allocator<std::string> const&) [91]
                0.00    0.00      42/46          std::allocator<std::string>::allocator(std::allocator<std::string> const&) [79]
[33]     0.0    0.00    0.00      46         __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [33]
-----------------------------------------------
                0.00    0.00      12/38          std::allocator<long>::allocator(std::allocator<long> const&) [52]
                0.00    0.00      26/38          std::allocator<long>::allocator(std::allocator<long> const&) [38]
[34]     0.0    0.00    0.00      38         __gnu_cxx::new_allocator<long>::new_allocator(__gnu_cxx::new_allocator<long> const&) [34]
-----------------------------------------------
                0.00    0.00       2/36          std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
                0.00    0.00       4/36          parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
                0.00    0.00       6/36          main [1]
                0.00    0.00      12/36          std::vector<long, std::allocator<long> >::~vector() [57]
                0.00    0.00      12/36          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[35]     0.0    0.00    0.00      36         std::allocator<long>::~allocator() [35]
                0.00    0.00      36/48          __gnu_cxx::new_allocator<long>::~new_allocator() [32]
-----------------------------------------------
                0.00    0.00       2/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator-(int const&) const [106]
                0.00    0.00       4/32          std::vector<long, std::allocator<long> >::begin() [99]
                0.00    0.00       8/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator++(int) [66]
                0.00    0.00      18/32          std::vector<long, std::allocator<long> >::end() [42]
[36]     0.0    0.00    0.00      32         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [36]
-----------------------------------------------
                0.00    0.00       8/32          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
                0.00    0.00      12/32          bool __gnu_cxx::operator< <long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [76]
                0.00    0.00      12/32          bool __gnu_cxx::operator!=<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [77]
[37]     0.0    0.00    0.00      32         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [37]
-----------------------------------------------
                0.00    0.00       2/26          std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
                0.00    0.00      12/26          std::vector<long, std::allocator<long> >::~vector() [57]
                0.00    0.00      12/26          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[38]     0.0    0.00    0.00      26         std::allocator<long>::allocator(std::allocator<long> const&) [38]
                0.00    0.00      26/38          __gnu_cxx::new_allocator<long>::new_allocator(__gnu_cxx::new_allocator<long> const&) [34]
-----------------------------------------------
                0.00    0.00       2/26          std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
                0.00    0.00      12/26          std::vector<long, std::allocator<long> >::~vector() [57]
                0.00    0.00      12/26          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[39]     0.0    0.00    0.00      26         std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [39]
-----------------------------------------------
                0.00    0.00       1/18          std::vector<std::string, std::allocator<std::string> >::begin() [148]
                0.00    0.00       4/18          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++(int) [87]
                0.00    0.00      13/18          std::vector<std::string, std::allocator<std::string> >::end() [147]
[40]     0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [40]
-----------------------------------------------
                0.00    0.00       1/18          main [1]
                0.00    0.00       2/18          std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
                0.00    0.00       4/18          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
                0.00    0.00      11/18          parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[41]     0.0    0.00    0.00      18         std::vector<long, std::allocator<long> >::size() const [41]
-----------------------------------------------
                0.00    0.00       2/18          std::vector<long, std::allocator<long> >::back() [121]
                0.00    0.00       4/18          std::vector<long, std::allocator<long> >::push_back(long const&) [100]
                0.00    0.00       6/18          main [1]
                0.00    0.00       6/18          void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
[42]     0.0    0.00    0.00      18         std::vector<long, std::allocator<long> >::end() [42]
                0.00    0.00      18/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [36]
-----------------------------------------------
                0.00    0.00       4/16          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
                0.00    0.00      12/16          std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [56]
[43]     0.0    0.00    0.00      16         std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned int) [43]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<long>::deallocate(long*, unsigned int) [74]
-----------------------------------------------
                0.00    0.00      16/16          void std::_Destroy<std::string*>(std::string*, std::string*) [46]
[44]     0.0    0.00    0.00      16         void std::__destroy_aux<std::string*>(std::string*, std::string*, std::__false_type) [44]
                0.00    0.00     823/823         void std::_Destroy<std::string>(std::string*) [16]
-----------------------------------------------
                0.00    0.00      16/16          void std::_Destroy<long*>(long*, long*) [47]
[45]     0.0    0.00    0.00      16         void std::__destroy_aux<long*>(long*, long*, std::__true_type) [45]
-----------------------------------------------
                0.00    0.00      16/16          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>) [101]
[46]     0.0    0.00    0.00      16         void std::_Destroy<std::string*>(std::string*, std::string*) [46]
                0.00    0.00      16/16          void std::__destroy_aux<std::string*>(std::string*, std::string*, std::__false_type) [44]
-----------------------------------------------
                0.00    0.00      16/16          void std::_Destroy<long*, long>(long*, long*, std::allocator<long>) [48]
[47]     0.0    0.00    0.00      16         void std::_Destroy<long*>(long*, long*) [47]
                0.00    0.00      16/16          void std::__destroy_aux<long*>(long*, long*, std::__true_type) [45]
-----------------------------------------------
                0.00    0.00       4/16          std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
                0.00    0.00      12/16          std::vector<long, std::allocator<long> >::~vector() [57]
[48]     0.0    0.00    0.00      16         void std::_Destroy<long*, long>(long*, long*, std::allocator<long>) [48]
                0.00    0.00      16/16          void std::_Destroy<long*>(long*, long*) [47]
-----------------------------------------------
                0.00    0.00      14/14          std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [95]
[49]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [49]
-----------------------------------------------
                0.00    0.00      14/14          std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [113]
[50]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [50]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<std::string>::max_size() const [51]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [50]
[51]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<std::string>::max_size() const [51]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [54]
[52]     0.0    0.00    0.00      12         std::allocator<long>::allocator(std::allocator<long> const&) [52]
                0.00    0.00      12/38          __gnu_cxx::new_allocator<long>::new_allocator(__gnu_cxx::new_allocator<long> const&) [34]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [55]
[53]     0.0    0.00    0.00      12         std::allocator<long>::~allocator() [53]
                0.00    0.00      12/48          __gnu_cxx::new_allocator<long>::~new_allocator() [32]
-----------------------------------------------
                0.00    0.00       2/12          std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned int, std::allocator<long> const&) [116]
                0.00    0.00      10/12          std::_Vector_base<long, std::allocator<long> >::_Vector_base(std::allocator<long> const&) [63]
[54]     0.0    0.00    0.00      12         std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [54]
                0.00    0.00      12/12          std::allocator<long>::allocator(std::allocator<long> const&) [52]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [56]
[55]     0.0    0.00    0.00      12         std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [55]
                0.00    0.00      12/12          std::allocator<long>::~allocator() [53]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<long, std::allocator<long> >::~vector() [57]
[56]     0.0    0.00    0.00      12         std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [56]
                0.00    0.00      12/16          std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned int) [43]
                0.00    0.00      12/12          std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [55]
-----------------------------------------------
                0.00    0.00       4/12          parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
                0.00    0.00       8/12          main [1]
[57]     0.0    0.00    0.00      12         std::vector<long, std::allocator<long> >::~vector() [57]
                0.00    0.00      12/26          std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [39]
                0.00    0.00      12/26          std::allocator<long>::allocator(std::allocator<long> const&) [38]
                0.00    0.00      12/16          void std::_Destroy<long*, long>(long*, long*, std::allocator<long>) [48]
                0.00    0.00      12/36          std::allocator<long>::~allocator() [35]
                0.00    0.00      12/12          std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [56]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<long>::allocator() [62]
[58]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<long>::new_allocator() [58]
-----------------------------------------------
                0.00    0.00       4/10          std::vector<long, std::allocator<long> >::max_size() const [90]
                0.00    0.00       6/10          __gnu_cxx::new_allocator<long>::allocate(unsigned int, void const*) [75]
[59]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<long>::max_size() const [59]
-----------------------------------------------
                0.00    0.00      10/10          bool __gnu_cxx::operator< <std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [82]
[60]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [60]
-----------------------------------------------
                0.00    0.00       2/10          std::vector<long, std::allocator<long> >::back() [121]
                0.00    0.00       4/10          main [1]
                0.00    0.00       4/10          void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
[61]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator*() const [61]
-----------------------------------------------
                0.00    0.00       4/10          parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
                0.00    0.00       6/10          main [1]
[62]     0.0    0.00    0.00      10         std::allocator<long>::allocator() [62]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<long>::new_allocator() [58]
